,내용,분류,명사토큰
2503,졸업요건으로 토익점수 지금 내도 되나요? 그리고 학종지 직접 찾아가서 제출하는건가요?,7,졸업 요건 토익 점수 지금 학 종지 직접 제출 가요
2504,조교님! 핵심교양에서 8학점 이상 이수하면  8학점 제외한 나머지는 자유선택교양으로 인정되나요?그럼 핵심교양에서 8채워도 듣고 싶은거 더 들어도 되나요??!?!,8,조교 핵심 교양 학점 이상 이수 학점 제외 나머지 자유 선택 교양 인정 핵심 교양 더
2505,"안녕하세요 조교님??제가 현재 지역학사 과정을 밟고있어서 졸업학점이 144학점인데요, 혹시 지역학사여도 조기졸업이 가능한가요?매학기 최소 3.7 이상 평균 4.0 이상이 자격인건 알고 있어요!",8,조교 제 현재 지역 학사 과정 졸업 학점 학점 요 혹시 역학 조기졸업 학기 최소 이상 평균 이상 자격 건 알
2506,"안녕하세요, 이번에 영통 이중전공 신청한 17입니다.학부이므로 세부 학과까지 1지망부터 4지망까지 모두 선택해서 낸 상황인데, 갑자기 1지망과 2지망을 바꾸고 싶어졌어요..8ㅅ8...혹시 지금 혹은 결과 나온 후에라도 바꿀 수 있는지 여쭤보고 싶습니다.이중전공을 1회 바꿀 수 있는 걸 아는데, 인원제한이 없는 영어통번역학부 심지어 그 내부의 학과 바꾸는 데에 그 1회를 사용해야 하는지요? 그렇게 하지 않고 그냥 바꿀 수 있는 방법은 없나요?",2,이번 영통 이중 전공 신청 학부 세부 학과 지망 지망 모두 선택 상황 갑자기 지망 지망 혹시 지금 결과 후 수 보고 이중 전공 수 걸 인원 제한 영어 통 번역 학부 심지어 그 내부 학과 데 그 사용 그냥 수 방법
2507,안녕하세요 설캠-글캠가는 셔틀문의 드립니다.배차시간표가필요한데 학교홈페이지에는 아무리찾아도보이지않고 에타에는 글캠에서 설캠가는 것 뿐입니다 배차시간표가 학교홈페이지 어디있는지 알려주시길 부탁드립니다.,0,설캠 글 셔틀 문의 배차 시간표 학교 홈페이지 도보 에타 글캠 설 것 배차 시간표 학교 홈페이지 어디
2508,안녕하세요 교환학생 관련 문의합니다.저는 교환학생을 1년 가고싶은데 제가 알기로 4학년 1학기때가면 4학년 2학기가 막학기이므로 불가능하다고 알고 있는데요. 저 같은 경우는 후기이중전공때문에 학교를 더 다녀야하는데(4학년 2학기가 막학기가 아닌경우) 이런경우에는  교환학생으로 1년 있다 올수 있지 않나요? 아님 4학년때 1학기는 교환 2학기는 파견/자비유학 이런식으로 갔다와야하는건가요? ㅠㅠ 도와주세요,1,교환학생 관련 문의 저 교환학생 제 학년 학기 때 가면 학년 학기 막 학기 므 알 저 경우 후기 이중 전공 때문 학교 더 학년 학기 막 학기 경우 경우 교환학생 학년 때 학기 교환 학기 파견 자비 유학 식 가요
2509,왜 저는 종정시 로긴이 계속 안 될까요웹메일은 잘 로그인 되는 거로 봐서 비번이 틀린 건 아닌데비번 맞게 누르고 로그인 창 클릭하는 데 계속 지 멋대로 이상한 글자가 막 쳐져서 로그인 닷 하라고 나오고...폰이랑 컴 둘 다 비슷한 오류가 나네요.ㅠㅠ뭣이 문젤까요?,0,왜 저 종 정시 로 계속 안 요 웹메일 로그인 거 비번 건 비번 로그인 창 클릭 데 계속 멋대로 글자 막 로그인 닷 하라 폰 컴 둘 오류 뭣 젤
2510,"한 학기 남았는데 너무 방탕하게 살았는지 졸업요건 채우려면 본전공+부전공 포함해서 24학점 남았어요.. 이걸 2018-1학기에 다 듣거나, 혹은 20학점정도 듣고 나머지를 여름 계절학기로 채우는게 가능한가요? 불가능하다면 포기하고 9학기 다니려구요..ㅜㅜㅜ",1,학기 졸업 요건 전공 부 전공 포함 학점 걸 학기 학점 정도 나머지 여름 계절 학기 포기 학기 구
2511,"조교님! 수고 많으십니다!7+1 성적 우수 선발자는 1학년 1,2학기 각각 학점이 3.7 이상 되어야 하는건가요?  아니면 두학기 평균이 3.7 이상인가요?",1,조교 수고 성적 우수 선발 학년 학기 각각 학점 이상 가요 학기 평균 이상
2512,안녕하세요!사범대학 1학년이 교직수업을 들을 수 있나요?학년이 2학년 부터 시작되길래 사범대생이라도 1학년은 교직수업을 못듣나싶어서요...,0,사범 대학 학년 교직 수업 수 학년 학년 부터 시작 사범대 생 학년 교직 수업
2513,안녕하세요! 저는 올해 2학년이 되고 1학기에 있을 교직이수를 신청하려고 하는데요 그러기위해서는 교육학 (?) 전공수업 중에 하나를 들어야 한다고 저번에 수강편람을 읽었을 때 이해했는데요. 제가 제대로 이해한 게 맞나요?,0,저 올해 학년 학기 교직이수 신청 위해 교육학 전공 수업 중 하나 저번 수강 편람 때 이해 제 제대로 이해 게
2514,"수고 많으세요 ㅜㅠ 제가 이번 학기 휴학했고 다음 학기 코트라를 가는데, 복학 신청을 따로 해야하는건가요?",1,수고 제 이번 학기 휴학 다음 학기 코트라 복학 신청 가요
2515,수고많으십니다!!이중전공 1지망을 합격하면 합격포기하고 2지망으로 택할 수 있나요??,2,수고 이중 전공 지망 합격 합격 포기 지망 택할 수
2516,이중을 부전으로 내리는 신청 기간이 1월 중순이라는 얘기를 들었는데 혹시 아직 정확한 날짜는 안 나왔나요?,5,이중 부전 신청 기간 중순 얘기 혹시 날짜 안
2517,안녕하세요 고생이 많으십니다 이중전공 부전공 여쭤보고 싶어서요이중a 하다가 부전b 하다가 이중b로 변경이 가능한가요~?,2,고생 이중 전공 부 전공 보고 이중 부전 이중 로 변경
2518,이중전공을 바꾸려고 하는데 재수강 관련해서 여쭤봅니다.한 학기 들어보니 이중전공이 안 맞는 것 같아서 바꾸려고 하는데 한 과목이 씨쁠이 떠서 계속 눈에 밟히는데 그렇다고 그 수업을 또 들어야한다니 진저리가 나고...바꾸는 이중전공으로 재수강이 연결되지는 않겠죠?ㅠㅠ,2,이중 전공 재수강 관련 학기 이중 전공 안 것 과목 씨쁠 계속 눈 그 수업 또 진저리 이중 전공 재수강 연결
2519,조교님 안녕하세요! 다름이 아니오라 부전공을 변경하고싶은데 제가 군휴학을 해야되서요1.부전공 변경기간은 아직인가요?2. 부전공 변경을 한 후 군휴학을 해도 되나요?항상 감사합니다 ㅠㅠ,2,조교 부 전공 변경 제 군 휴학 서요 부 전공 변경 기간 부 전공 변경 후 군 휴학 해도 항상
2520,"2-1에 공고나서 신청하고 영어성적 제출하고1학기 끝나고 자체시험 보자나요 이중변경도,,그때 학점이 1-2까지 들어가는거에여아니면 2-1까지 들어가는거에여?? 알려주시면 감사하겠습니다",5,공고 신청 영어 성적 제출 학기 자체 시험 이중 변경 그때 학점 거 거
2521,이번에 학기 학점 4.5만점나왔는데 만점뜨면학교에서 장학금같은거주나요...?19학점들었어요,8,이번 학기 학점 만점 학교 장학금 학점
2522,"조교님 중복과목 이수 질문드려요.제가 1전공,부전공 모두 공대를 희망합니다.시간표를 계획하다보니, 중복되는 과목은 많은데 수강편람의 중복수강금지 교과목현황에는 나와있지 않더군요. 예를들어, 논리회로및실험(T05306101)과 논리회로및실험(T05305201)은 서로 다른 과 교수님의 수업입니다. 권장학년도 다르구요. 위의 두 과목은 동일과목인지는 오늘 과에 물어봤는데 18년수강편람이 나오면 그때 확인하라십니다.진짜 질문은, A과 교수님의 논리회로및실험(T05306101)을 수강하고 후에 B과인 부전공학점으로 변경신청이 가능한지요? (이런 경우가 있었나요?)",4,조교 중복 과목 이수 질문 제 전공 부 전공 모두 공대 희망 시간표 계획 중복 과목 수강 편람 중복 수강 금지 교과목 현황 예 논리회로 및 실험 과 논리회로 및 실험 은 서로 다른 과 교수 수업 권장 학년 위 두 과목 과목 오늘 과 그때 확인 니 진짜 질문 과 교수 논리회로 및 실험 수강 후 과인 부전 학점 변경 신청 경우
2523,안녕하세요 조교님! 다음학기 휴학하려고 하는데 혹시 휴학 신청이 꼭 필요한건가요? 그렇다면 절차나 일정확인은 어떻게 할 수 있나요?,9,조교 다음 학기 휴학 혹시 휴학 신청 꼭 가요 절차 정확 수
2524,"안녕하세요 조교님, 이수학점 X 취득학점으로 학점평균을 계산하면 3.967로 소수 세번째 자리를 버려도 3.96인데 종정시에는 3.95로 기록되어 있습니다. 혹시 이유를 아실까요?",8,조교 이수 학점 취득 학점 학점 평균 계산 로 소수 세번 자리 종 정시 로 기록 혹시 이유 요
2525,"재수강 타과목선택 질문드려요13년도 2학기에 과학과기술 a과목을 수강했는데 c+이 나왔습니다. 18년도 1학기에 재수강을 할려는데 교수 성함만 바뀌었고 학수번호는 그대로입니다. 이때 타 과목, 혹은 타 카테고리 교양으로 재수강을 할 수 있나요??",6,재수강 과목 선택 질문 학기 과학 기술 과목 수강 이 학기 재수강 교수 성함 학 번호 그대로 때 타 과목 타 카테고리 교양 재수강 수
2526,이중전공 신청한거 부전공으로 못내리나요?,2,이중 전공 신청 거 부 전공
2527,3학년 1학기 끝난 상황인데요 다음 학기에 파견학생으로 나가게 되었습니다. 혹시 자비유학으로 한 학기 더 연장할 수 있나요?,1,학년 학기 상황 요 다음 학기 파견 학생 혹시 자비 유학 학기 더 연장 수
2528,토익 졸업점수를 2학년 여름에 땄는데 유효가 2년이잖아요?? 그러면 졸업할 때 다시 봐야 하는 건가요ㅠㅠ 아니면 학교 다니면서 아무때나 제출해도 되는건가요?!,7,토익 졸업 점수 학년 여름 유효 졸업 때 다시 건가 학교 때 제출 가요
2529,안녕하세요 조교님! 2학기 성적 포함된 성적표는 언제부터 출력 가능할까요 ㅜㅜ,3,조교 학기 성적 포함 성적표 언제 출력 요
2530,부전공을 다른 걸로 하다가 변경 때 원하는 학과 도전아니면이중 신청 기간에 도전 둘 중에 뭐가 낫나요..???,5,부 전공 다른 걸 변경 때 학과 도전 이중 신청 기간 도전 둘 중 뭐
2531,안녕하세요! 부전공에서 이중전공으로 올리는 방법이 무엇인가요 ㅠㅠ?,2,부 전공 이중 전공 방법 무엇
2532,18학년도 2학기 교환학생은 언제 뽑나요?,1,학년 학기 교환학생 언제
2533,예전에 들었던 과목이 군대다녀오니 폐강 되었다고 재수강 연결을 해서 하라는 데 그냥 전공내의 비슷한과목 아무거나 골라서 하면 되는건가요?,4,예전 과목 군대 폐강 재수강 연결 하라 데 그냥 전공 내의 과목 거나 골 가요
2534,종정시에 성적입력되는거.... 그건 다음주쯤 되어야 하나요?  /////  아니면 계절다끝나고 그때 바뀌는가요??,0,종 정시 성적 입력 다음주 하나요 계절 그때
2535,조교님 안녕하세요현재 3-2까지 했고 남은 학점이 8학점인데4-1에 7학점 4-2에 1학점 들어도 되나요?최저학점이 12인걸로 아는데 4학년도 12학점 이상씩 들어야 하나요?,8,조교 현재 학점 학점 학점 학점 최저 학점 인걸 학년 학점 이상 하나요
2536,"안녕하세요 조교님! 조금 복잡한데 도와주세요 ㅠㅠ제가 엇학기라 내년 봄학기가 저에게는 3-2가 되는데요, 제가 그 때 교환학생을 가서 12학점 정도를 받이올 것 같습니다.이 경우에 다음 학기, 즉 내년 가을학기이자 저에게는 4-1로 학점 이월이 되나요?? 학점 이월은 최대 3학점이고 학기가 아닌 년 단위인것으로 알고 있는데 저같은 경우에도 해당이 되나요? 요약하면 교환갔다가 바로 복학하는 학기에 23학점을 들을 수 있는지 궁금합니다!!",1,조교 조금 제 엇학기 내년 봄 학기 저 제 그 때 교환학생 학점 정도 것 이 경우 다음 학기 즉 내년 가을 학기 이자 저 로 학점 이월 학점 이월 최대 학점 학기 년 단위 것 알 저 경우 해당 요약 교환 바로 복학 학기 학점 수
2537,조교님 안녕하세요 계절학기 관련하여 질문 드려요 내년 1학기에 휴학하고 2학기에 7+1이나 교환을 갈 예정인데 그 사이에 여름 계절학기를 들어도되는건가요?,1,조교 계절 학기 관련 질문 내년 학기 휴학 학기 이나 교환 예정 그 사이 여름 계절 학기 가요
